label,pred
1,0.8067552166777237
1,0.7578725592873768
1,0.7488590119214159
1,0.8648574216447861
1,0.6699116869151442
1,0.6540610079974118
1,0.6540610079974118
1,0.6360688277455544
1,0.6104586067105083
1,0.19923964787821435
1,0.7283431349409355
1,0.6859622433362318
1,0.686006267366088
1,0.4062016791372582
1,0.4639706856566776
1,0.5606303839594097
1,0.5775191623296275
1,0.5703712315442
1,0.3077221819820335
1,0.5559727775982203
1,0.5471388176564184
1,0.4190019571637871
1,0.5362791339953692
1,0.4721704041905849
1,0.4721005303882131
1,0.598649669676141
1,0.6001695302324689
1,0.5579960318446515
1,0.4729695888275355
1,0.5147122313958616
1,0.5684313247503329
1,0.5799297346783105
1,0.6001445559688339
1,0.6074720514805682
1,0.5445946556774872
1,0.5904447957334854
1,0.4696307331749415
1,0.5415687720948485
1,0.6166616203711426
1,0.3925142877547865
1,0.5192390487526898
1,0.5258092858763781
1,0.5606715281183903
1,0.5840773154271672
1,0.5383626581314681
1,0.5678144118242536
1,0.53230872289982
1,0.5663734302142346
1,0.4354443052725665
1,0.4321834213264452
1,0.4992032424819529
1,0.7079252516800705
1,0.5432168650522425
1,0.5380020510012391
1,0.5346773613605376
1,0.5760136014795997
1,0.5409455503730575
1,0.5035751235606828
1,0.1572008739950033
1,0.05193253091475846
1,0.4705630751496214
1,0.8507271325223144
1,0.5561684322240771
1,0.8205024941580243
1,0.8169302025622879
1,0.73424093426889
1,0.5150286690343685
1,0.7065872965369892
1,0.2685111760257952
1,0.7201801125920304
1,0.6461276770767111
1,0.7045758676949078
1,0.4962854424050582
1,0.6253313291497777
1,0.5831572080075738
1,0.6521071589468074
1,0.6008303441566778
1,0.29304790106714595
1,0.8434460001522462
1,0.6661923785625707
1,0.7795253742297575
1,0.6614313136174175
1,0.6590468871443023
1,0.7768128331214196
1,0.7687849133654479
1,0.6704191356957866
1,0.5527256369807005
1,0.25492288198177243
1,0.6961923919535391
1,0.5504271517408593
1,0.7641630623938142
1,0.5752705242540166
1,0.5549136407834778
1,0.7484943521191718
1,0.3503706141733657
