label,pred
1,1.4304687e-14
1,0
1,0
1,0
1,8.641964e-14
1,4.1136617e-15
1,4.1136617e-15
1,0
1,0
1,0
1,4.8762168e-11
1,0
1,0.9999234
1,0
1,0
1,0
1,0
1,1.0499728e-12
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,6.8294584e-22
1,1.2035989e-06
1,9.578648e-08
1,2.4604306e-08
1,1.907345e-14
1,2.1215822e-08
1,5.0886834e-10
1,0.9999872
1,2.390748e-12
1,1.5918896e-19
1,1.00565044e-13
1,1.22522055e-08
1,1.1226101e-09
1,2.7527907e-08
1,0.96827954
1,0.50546235
1,0.17176202
1,1.4837165e-10
1,0.997228
1,2.3346576e-05
1,4.0537734e-12
1,2.4246594e-06
1,1.4319617e-06
1,7.5759884e-12
1,6.9315953e-10
1,0.999988
1,9.867437e-06
1,0.9999564
1,8.595321e-11
1,1.6582558e-13
1,0.31702858
1,1.2628059e-08
1,6.536271e-23
1,1.1446349e-20
1,1.686079e-14
1,5.7749245e-09
1,1.7905855e-14
1,2.477794e-08
1,1.4360867e-19
1,1.5909898e-11
1,5.0263946e-11
1,3.9775174e-09
1,1.5876291e-23
1,1.3794371e-05
1,0
1,1.3926762e-08
1,0.00016431368
1,0
1,0.0013094546
1,1.574556e-08
1,2.5314748e-08
1,4.03237e-06
1,0.99996203
1,0.9999911
1,3.569916e-05
1,1.7246916e-10
1,3.7697593e-08
1,4.9193453e-12
1,0.6513616
1,1.2240865e-10
1,0.80561864
1,4.450003e-08
1,7.2701483e-19
1,3.7249126e-10
1,0.9999884
1,1.03805714e-20
1,5.106272e-05
1,0.8589382
1,0
1,1.9155185e-12
1,0
1,6.07282e-18
1,0
1,0
1,0.99975145
1,0.00030171953
1,0.0041185883
1,1.2292921e-09
1,4.7404568e-14
1,4.84317e-06
1,2.5163802e-14
1,0.9999688
1,4.6142975e-07
1,1.9095694e-09
1,0.9999489
1,0.9999266
1,8.4711516e-11
1,0.99992007
1,0.9999998
1,1.1166216e-08
1,6.802267e-13
1,7.2966976e-15
1,5.8419206e-16
1,2.2880643e-12
1,3.05592e-07
1,0.9974483
1,0.88895905
1,0.99929
1,4.340814e-08
1,0.9962448
1,0.99737436
1,0.9879243
1,0.999773
1,3.829166e-12
1,2.6303526e-10
1,7.933213e-11
1,0.9997575
1,0.99971735
1,0.99971867
1,0.99998814
1,0.99992305
1,5.429436e-07
1,1.0478293e-06
1,1.7083268e-08
1,5.613064e-05
1,1.7145717e-07
1,1.1034899e-07
1,1.6994385e-10
1,4.9869088e-11
1,2.1594693e-10
1,2.761112e-13
1,5.1469226e-07
1,0.99999064
1,5.699465e-09
1,0.9999973
1,6.2317795e-08
1,4.1644227e-10
1,0.9999967
1,3.4798796e-07
1,0
1,0.99999696
1,1.0437686e-09
1,0
1,7.012501e-18
1,0.999953
1,5.0552773e-17
1,9.569686e-09
1,0.9836247
1,0.9999961
1,0.99997777
1,3.8788046e-05
1,0.99999624
1,2.8523373e-09
1,9.964226e-09
1,3.959409e-09
1,0.9999842
1,0.96571
1,1.1509578e-07
1,5.8737646e-12
1,2.0052862e-11
1,1.5314468e-05
1,3.175185e-13
1,0
1,8.205778e-11
1,6.5316437e-09
1,5.281315e-11
1,7.4476325e-06
1,4.1207063e-06
1,1.9989587e-12
1,0.8112667
1,0
1,0.9999555
1,1.3675926e-10
1,0.99381274
1,0.99999994
