,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161
KPA208Q2,2456.240506329114,634.0632911392405,355.0506329113924,8.810126582278482,28229.527143038085,0.0,0.07379362525518746,0.10586417581183603,0.06103197789607271,0.07838827985978929,0.052899927128891765,0.02920509424517187,0.04521012922099737,0.052049768462601266,0.05205101401148015,0.027661516450530076,0.04587603536446241,0.03556579257826265,0.0744038160839779,0.05647948975795003,0.02047677114026374,0.020699944974620427,0.07100998328484043,0.05765065567459646,0.026182901169759288,0.013499101628708519,1241.759493670886,39082.0,10282.0,5774.0,119.0,450069.50850000593,0.0,0.15584415584415584,0.26605504587155965,0.1791044776119403,0.1388888888888889,0.14,0.07272727272727272,0.09268292682926829,0.11570247933884298,0.10948905109489052,0.07246376811594203,0.20481927710843373,0.10144927536231885,0.1926605504587156,0.11594202898550725,0.07954545454545454,0.09876543209876543,0.15384615384615385,0.11864406779661017,0.06470588235294118,0.06493506493506493,19554.0,524.0,115.0,68.0,1.0,5656.774499999998,0.0,0.009615384615384616,0.025974025974025976,0.00909090909090909,0.032846715328467155,0.008547008547008548,0.0,0.008620689655172414,0.011363636363636364,0.0,0.0,0.0,0.0,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,0.0072992700729927005,0.0,260.0,4542.226931706376,1196.7255043254875,667.1788308789609,13.995547166520717,52330.86965005743,0.0,0.02782867837168063,0.034826750901302765,0.02762225876087393,0.021036491736638924,0.023018345337794833,0.016620646613756018,0.019826947774834784,0.0225343519555407,0.024186544346113295,0.014952186640018562,0.029347353535274727,0.019061753079991108,0.030568347874667976,0.021926097116653803,0.013652078517397314,0.01745226330924625,0.03060226591115397,0.025865734865213562,0.011503041135495329,0.01431358727506554,2280.3034231545544,1454.0,351.0,198.0,5.0,16264.418499999998,0.0,0.0718562874251497,0.1062992125984252,0.058823529411764705,0.07723577235772358,0.05069124423963134,0.026923076923076925,0.04477611940298507,0.05,0.05063291139240506,0.02531645569620253,0.041666666666666664,0.03361344537815126,0.075,0.05789473684210526,0.016933207902163686,0.01564129301355579,0.06529209621993128,0.06329113924050633,0.025974025974025976,0.010427528675703858,722.0,20631825.499118716,1432151.9327030925,445127.5923730171,195.87534049030606,2738519918.3313017,0.0,0.0007744353399144452,0.0012129025783413929,0.0007629891790526766,0.0004425339845856778,0.0005298442220899811,0.0002762458938593594,0.00039310785806602596,0.0005077970180561809,0.000584988927406505,0.00022356788531794955,0.0008612671595244019,0.00036335043048255056,0.0009344238917867181,0.0004807537347689342,0.00018637924784518123,0.0003045814946152628,0.0009364986788969763,0.0006690362401175245,0.00013231995536489767,0.00020487878068091818,5199783.701650378
KPA22S123Q2,2422.18,622.0,342.98,10.38,27721.639368000062,0.0,0.06379141245030878,0.11917150414288186,0.07029515894161445,0.09179824349464334,0.04718445457448361,0.028680402531436625,0.03778563444729798,0.0548192511782532,0.053932386538280606,0.037510160950755475,0.042451131222102055,0.03436215034158029,0.05753426245650575,0.059736559088543355,0.015693097632848634,0.02240311888376726,0.06354309633542005,0.057431028875044914,0.030148147146844176,0.011728798767387536,1222.1,11749.0,3045.0,1699.0,53.0,133830.77830000044,0.0,0.10344827586206896,0.31666666666666665,0.18181818181818182,0.16363636363636364,0.10416666666666667,0.06451612903225806,0.11071428571428571,0.09696969696969697,0.12962962962962962,0.07547169811320754,0.11666666666666667,0.08045977011494253,0.14,0.12,0.07272727272727272,0.08695652173913043,0.13559322033898305,0.11764705882352941,0.08333333333333333,0.04242424242424243,5824.0,429.0,99.0,57.0,1.0,4928.752999999999,0.0,0.0,0.015625,0.0,0.03076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016129032258064516,0.017721518987341773,0.008771929824561403,0.0,231.0,2525.310790298889,660.7208790404613,360.05163463036797,11.949711293583624,29055.46088673867,0.0,0.023317315781151256,0.05616760074793877,0.029684581298164026,0.02755195407961013,0.021961393732718243,0.013985310484030919,0.024321946287829337,0.02358440836535583,0.02682982906220762,0.020151968910955186,0.027781767886533755,0.016832042818409585,0.02722159346565831,0.02355056762703829,0.01584891719579057,0.018756910165224506,0.02810548986767565,0.022602070287247786,0.014015544676200834,0.010143621642292993,1272.97957956913,1413.0,347.0,204.0,5.5,15827.043599999997,0.0,0.06848950005329922,0.1076388888888889,0.06585319230279088,0.09171398913109849,0.04421104054714216,0.030806693306693306,0.03361581920903955,0.055528912030693336,0.05196613640662401,0.03632046433910825,0.03515274034141959,0.03333333333333333,0.050316455696202536,0.05758178603006189,0.013300927971718956,0.020934466019417473,0.055851246934960255,0.05411836485661989,0.028991596638655463,0.011715538503699644,696.0,6377194.5876,436552.08,129637.17959999997,142.7956,844219807.3408006,0.0,0.0005436972152379254,0.0031547993737798524,0.0008811743668473096,0.0007591101736049454,0.00048230281468347616,0.00019558890933474513,0.0005915570712280553,0.000556224317943866,0.0007198397275072807,0.0004061018509881043,0.0007718266269012381,0.00028331766544077366,0.0007410151508095712,0.000554629235555704,0.00025118817627902594,0.00035182167894630244,0.0007899185607020186,0.0005108535812696893,0.00019643549257058153,0.00010289306002199481,1620477.009999999
KPA22S125Q4,1765.402985074627,451.95522388059703,247.22388059701493,7.746268656716418,20158.24957611942,0.0,0.06561300570167167,0.09569850040611778,0.06768780371859487,0.07465617362570523,0.06483036779494336,0.031020158760130048,0.029951690490343557,0.059634830242675206,0.04979097686349909,0.03567958950047823,0.037982592258161384,0.042176273906620265,0.06918051949346009,0.05601884896129967,0.019264246889764036,0.02155649550180489,0.05728868865983212,0.07003799225270702,0.03620108415520764,0.015730160816983696,889.6716417910447,7655.0,2038.0,1097.0,36.0,86538.5598000006,0.0,0.12738853503184713,0.25,0.125,0.18181818181818182,0.18421052631578946,0.07352941176470588,0.09090909090909091,0.10588235294117647,0.136,0.09523809523809523,0.10778443113772455,0.09411764705882353,0.1746031746031746,0.14285714285714285,0.07936507936507936,0.07936507936507936,0.14285714285714285,0.15789473684210525,0.11627906976744186,0.07692307692307693,3843.0,413.0,86.0,51.0,1.0,4370.3189999999995,0.0,0.0,0.015873015873015872,0.014705882352941176,0.03125,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.013071895424836602,0.0058823529411764705,0.0,203.0,1648.5365383272658,431.4131735973161,230.4348789996164,6.23744897046596,18741.569658286728,0.0,0.02573013903483481,0.042126370513389334,0.025135232479077098,0.02546925778045244,0.030362651775860273,0.015270595398885728,0.020706124836126674,0.023952783216424748,0.028076695001945866,0.02000862802395263,0.023137253842653586,0.019317841787761043,0.030610957778103284,0.02718601028913448,0.015062841066860141,0.019204037904910303,0.02653309387212367,0.030406756130737803,0.022046283283938574,0.014476420135765057,823.9309561723577,1169.0,286.0,163.0,6.0,13148.245199999987,0.0,0.06976744186046512,0.09375,0.06521739130434782,0.0718232044198895,0.057971014492753624,0.029013539651837523,0.030303030303030304,0.057692307692307696,0.04678362573099415,0.036231884057971016,0.034782608695652174,0.041666666666666664,0.07051282051282051,0.05384615384615385,0.015748031496062992,0.02,0.05263157894736842,0.06557377049180328,0.03125,0.014084507042253521,597.0,2717672.7182000447,186117.32635330796,53100.23345956785,38.90576965916686,351246433.25641364,0.0,0.0006620400547519301,0.0017746310926313581,0.0006317799117772523,0.0006486830918871373,0.0009218906228621509,0.00023319108383646996,0.0004287436057292619,0.0005737358238130391,0.000788300802232292,0.00040034519540090247,0.0005353325153793881,0.00037317901133696675,0.000937030736092822,0.0007390791554409258,0.00022688918100548838,0.00036879507185323175,0.0007040050704269266,0.000924570818394161,0.0004860386066356693,0.00020956673994718402,678862.2205390957
KPA22S15Q2,1741.3640776699028,443.1456310679612,248.51941747572815,7.199029126213592,19874.682205825262,0.0,0.06928159408579598,0.10362942907612777,0.0704174550468243,0.08226297607053806,0.05217391381635971,0.031029206133168525,0.03741223580697059,0.058333526722422924,0.05338652265489359,0.032737155729629444,0.04293843849457519,0.038367007064533026,0.06154676781338064,0.05568329636079501,0.01770440627146082,0.019740824357142236,0.0681719695676342,0.058988726639920906,0.031385988172740534,0.014808560115086298,876.2281553398059,11019.0,2946.0,1579.0,34.0,123567.8902000006,0.0,0.13793103448275862,0.31666666666666665,0.16981132075471697,0.2,0.20512820512820512,0.16666666666666666,0.1095890410958904,0.16666666666666666,0.13846153846153847,0.09615384615384616,0.11940298507462686,0.11904761904761904,0.16831683168316833,0.13513513513513514,0.08163265306122448,0.09473684210526316,0.21739130434782608,0.16901408450704225,0.09523809523809523,0.08108108108108109,5275.0,323.0,62.0,35.0,1.0,3385.3038000000006,0.0,0.0,0.0,0.0,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005263157894736842,0.0,167.0,1613.5702675198715,425.28805561396,229.82571934717635,5.522610103780185,18463.44725981897,0.0,0.027088531106280272,0.04542000500249423,0.030254118491409094,0.028857115202038704,0.025493523158150417,0.01994896666605718,0.021152542477932638,0.025838196022895193,0.027978143133248434,0.018523644683981415,0.024607607675543913,0.020317975495583816,0.031648543152987034,0.02404797351099186,0.0156704423235173,0.017269437418620553,0.03383518560959113,0.03106558303233148,0.01620664860464798,0.01466333475766615,810.7388643685266,1247.5,319.5,176.5,6.0,14190.146399999983,0.0,0.07142857142857142,0.09709653092006033,0.06843460953049994,0.07944098169068953,0.049135802469135806,0.03037994154745424,0.03636363636363636,0.056858822816269625,0.051064754454584964,0.03217647058823529,0.04051318525002735,0.037855266300453785,0.0581140350877193,0.05669555734129261,0.015057054333862313,0.01721752877822242,0.06163342830009497,0.05809228650137741,0.028991596638655463,0.012121657361151925,623.5,2603609.0082241497,180869.93024790275,52819.861273447066,30.499222358374986,340898884.7161167,0.0,0.0007337885174959139,0.002062976854426601,0.0009153116856922217,0.0008327330977837333,0.0006499197230151517,0.0003979612710434605,0.0004474300532807447,0.000667612373717557,0.0007827764931845365,0.000343125412378393,0.0006055343555134877,0.00041282012823914434,0.0010016302837064825,0.0005783050299853662,0.00024556276261468224,0.00029823346875565177,0.0011448197852354828,0.0009650704491386814,0.0002626554589945384,0.00021501338621538022,657297.5061975681
KPA22S31Q1,2351.4137931034484,603.2241379310345,333.58620689655174,10.017241379310345,26894.97216379316,0.0,0.07061124453937129,0.10897671719293209,0.0758655824888589,0.09167352378128463,0.04487685772170193,0.02772988983572928,0.03591823722126333,0.05630287924270025,0.05335330992579324,0.03763095830956392,0.044223334153160744,0.03961012024098477,0.055952974847862616,0.05769643798085917,0.017342360900071116,0.020987899695108635,0.062144290344004476,0.058244866289863244,0.027321659375688877,0.013536855913197539,1185.4827586206898,11780.0,3050.0,1700.0,56.0,134232.38360000032,0.0,0.12337662337662338,0.26666666666666666,0.18181818181818182,0.18181818181818182,0.09302325581395349,0.06451612903225806,0.10294117647058823,0.1282051282051282,0.12096774193548387,0.1,0.11666666666666667,0.08227848101265822,0.14,0.12,0.07272727272727272,0.061224489795918366,0.12307692307692308,0.12307692307692308,0.05084745762711865,0.04242424242424243,5839.0,432.0,101.0,54.0,1.0,4957.787599999999,0.0,0.011904761904761904,0.015384615384615385,0.0,0.03076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016129032258064516,0.016666666666666666,0.007462686567164179,0.0,234.0,2385.170499468306,624.1870586971075,338.83644892498666,11.364632644684674,27434.453589787874,0.0,0.025344639527914187,0.048578465439594744,0.02656233282188087,0.0301102790234946,0.018074621896072562,0.014852354639267224,0.023666298238403622,0.026919346405420833,0.026378929562317865,0.02164914981324957,0.028800250270700104,0.018492093698820652,0.029366407699835954,0.022673932792976963,0.015827677815689598,0.016420543308412597,0.0280795523530434,0.024858353338735394,0.011192291964823964,0.010756111318922066,1203.2051626783514,1461.5,367.5,219.5,5.5,16992.50569999999,0.0,0.07568757892143275,0.09467418546365915,0.07207272202582786,0.0868209534368071,0.043478260869565216,0.028212265818310357,0.03356374807987711,0.0565943405659434,0.04918178086281535,0.03901773801114512,0.03845883056992995,0.037813344047858216,0.05115902293120638,0.05905382287143045,0.01482213438735178,0.01899161935658286,0.056748913003182876,0.05448361162646877,0.025897750354501207,0.013891568589619912,749.0,5689038.311533887,389609.48424494645,114810.1391200951,129.15487514863258,752649243.7702247,0.0,0.0006423507527999102,0.002359867304465901,0.0007055575249403698,0.0009066289028726988,0.00032669195668598574,0.00022059243833056266,0.0005600936723090664,0.0007246512108950435,0.0006958479248537274,0.000468685687636524,0.0008294544156549614,0.0003419575293659625,0.0008623859011929843,0.0005141072283004361,0.0002505153850372726,0.00026963424254345373,0.0007884612603473051,0.0006179377307134171,0.00012526739942586305,0.00011569393070504338,1447702.6634958382
KPA22S32Q2,2574.88,662.52,363.64,10.62,29467.950056000067,0.0,0.07327483232835283,0.10895638637652,0.0737781489031238,0.09343561122901171,0.04755413976349101,0.032249050991338124,0.03518931328500246,0.05774776320557152,0.05638333553597536,0.03955593632401833,0.043896990387127154,0.03709411058633003,0.05510278854503214,0.05779360399218678,0.01579330094019557,0.01627160795236935,0.05762401276168103,0.05872506193386836,0.028472549008295003,0.011101455950509416,1300.3,11786.0,3052.0,1696.0,55.0,134242.39150000032,0.0,0.12307692307692308,0.26666666666666666,0.14814814814814814,0.2,0.1,0.16666666666666666,0.1232876712328767,0.1282051282051282,0.12903225806451613,0.08860759493670886,0.11666666666666667,0.08045977011494253,0.14,0.12,0.07407407407407407,0.06060606060606061,0.13157894736842105,0.16216216216216217,0.06666666666666667,0.028985507246376812,5844.0,329.0,62.0,35.0,1.0,3385.3038000000006,0.0,0.0196078431372549,0.014492753623188406,0.0,0.03333333333333333,0.0,0.0,0.0,0.016666666666666666,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,0.014492753623188406,0.007462686567164179,0.0,169.0,2556.745303232217,668.2659123432827,364.87761016538144,11.958076768443997,29411.602703369008,0.0,0.02319432210431757,0.04925573085869719,0.02801754714882193,0.029869564382429666,0.020018591148619057,0.02361328943460293,0.023387340245895383,0.023062682001631345,0.026204938792759078,0.021701892006690805,0.027833389438401083,0.01940865171629335,0.025629633608229757,0.02352567274024134,0.015530414549277786,0.014476016703858903,0.027088661521908156,0.02787328329655328,0.012124319410675533,0.009251631523909343,1289.1899666069387,1529.5,376.5,236.5,5.0,17821.50909999999,0.0,0.07583917180801003,0.100176058998655,0.07209229073155365,0.09050766391744812,0.04586432274059049,0.028982102908277404,0.0323102620315273,0.05598606805986068,0.051615051615051616,0.03902531886541024,0.038974040320353495,0.03490123128709363,0.0537565867754547,0.05839727195225916,0.012740921079326437,0.014095691880087354,0.051537400088520924,0.05318304597197131,0.027212143650499815,0.011259698479783007,792.5,6536946.545600002,446579.32959999994,133135.67040000006,142.99560000000002,865042373.5808232,0.0,0.0005379765778788345,0.002426127022424414,0.00078498294823646,0.0008921908763961109,0.0004007439915755693,0.0005575874379223302,0.0005469676837772779,0.0005318873011083704,0.0006866988171322496,0.0004709721166700703,0.0007746975676296969,0.0003766957614443768,0.0006568781188921002,0.0005534572778809346,0.00024119377607241912,0.00020955505961040198,0.0007337955830485076,0.0007769199217299161,0.0001469991211720835,8.559268585419312e-05,1662010.7699999998
KPA22S34Q4,2476.188679245283,636.9811320754717,350.60377358490564,10.452830188679245,28349.099903773647,0.0,0.07016617434100113,0.11075916059579648,0.07260978137675543,0.09292081441583185,0.04529605510683166,0.028853148529488677,0.03330529625482608,0.05591252662192309,0.05791736307030806,0.038305486885199656,0.04304739183305112,0.039691029914388984,0.06025991279516692,0.057422343902069066,0.016030609443461026,0.021007872719810968,0.06115907077108416,0.05546850432800602,0.028346159771242375,0.011521297323757227,1249.622641509434,11746.0,3041.0,1700.0,53.0,133753.74210000044,0.0,0.125,0.31666666666666665,0.1509433962264151,0.16260162601626016,0.0975609756097561,0.07547169811320754,0.1111111111111111,0.1044776119402985,0.13709677419354838,0.08695652173913043,0.11666666666666667,0.09259259259259259,0.14,0.12,0.06521739130434782,0.07608695652173914,0.11956521739130435,0.1,0.08695652173913043,0.034050179211469536,5822.0,421.0,100.0,59.0,1.0,4648.346100000001,0.0,0.018867924528301886,0.04938271604938271,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.006578947368421052,0.0,0.0,0.007142857142857143,0.014492753623188406,0.0,0.0,0.0,0.013888888888888888,0.017721518987341773,0.005952380952380952,0.0,207.0,2506.6253496774157,654.7791069431619,357.9015011341275,12.079244693580412,28831.855545735052,0.0,0.023781018669184844,0.05047869741849626,0.026992479174493753,0.020175701002610385,0.01796292974857874,0.014687477255365752,0.02339165530403453,0.022850426998958805,0.026137089198425296,0.018630408138892208,0.02731693335994449,0.018330737866656194,0.02675815898603152,0.025082948435588427,0.014699310686014343,0.016914743616060494,0.025979977334778265,0.020568918356273766,0.014920311627619027,0.009512150257975575,1263.6785211320089,1436.0,361.0,213.0,5.0,16334.591299999996,0.0,0.07407407407407407,0.09401709401709402,0.07156308851224105,0.09424083769633508,0.04477611940298507,0.03,0.030201342281879196,0.056451612903225805,0.05434782608695652,0.03987730061349693,0.03459119496855346,0.03773584905660377,0.05454545454545454,0.057971014492753624,0.013157894736842105,0.019417475728155338,0.05660377358490566,0.052303860523038606,0.02654867256637168,0.012048192771084338,729.0,6283170.643645425,428735.67888928455,128093.48451406189,145.90815236739053,831275894.2101331,0.0,0.0005655368489441181,0.002548098893068101,0.0007285939319854788,0.00040705891094673365,0.00032266684515237505,0.0002157219881268863,0.0005471695378627668,0.0005221420140347455,0.0006831474317664404,0.000347092107421701,0.0007462148481916481,0.00033601595073606334,0.0007159990723217395,0.0006291543022223879,0.00021606973464397545,0.0002861085515970592,0.0006749592223155923,0.00042308040234705584,0.00022261569906526353,9.04810025303048e-05,1596883.4047703808
KPA22S73Q2,2564.9795918367345,662.0816326530612,363.14285714285717,10.53061224489796,29388.895718367403,0.0,0.07147307424513975,0.11140997627910776,0.0699125382168606,0.08850549349384569,0.04448410208861236,0.02917402659415943,0.03739972562592238,0.059019431224993535,0.053720932693488134,0.03770630935937468,0.044368808236804225,0.041256968950105735,0.0621984289380558,0.05892374810311726,0.016952868002505665,0.01911895171312533,0.05894623439854327,0.05600974288876424,0.027223538491275436,0.012195100456198748,1295.2244897959183,11788.0,3047.0,1698.0,55.0,134204.4345000003,0.0,0.12307692307692308,0.2833333333333333,0.1388888888888889,0.16260162601626016,0.0958904109589041,0.051094890510948905,0.11307420494699646,0.1282051282051282,0.15,0.0821917808219178,0.11666666666666667,0.09090909090909091,0.1643835616438356,0.12195121951219512,0.07142857142857142,0.08695652173913043,0.12280701754385964,0.11764705882352941,0.07142857142857142,0.072992700729927,5845.0,413.0,107.0,63.0,1.0,5030.613400000001,0.0,0.03,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.01694915254237288,0.006578947368421052,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.0136986301369863,0.0136986301369863,0.007462686567164179,0.0,219.0,2428.3687855775083,634.5496824193981,346.39236924243545,11.292226043296834,27884.527813573888,0.0,0.02141942778740001,0.05141618177678621,0.025328329458290888,0.024006537589387533,0.017695796193802637,0.012622348933076934,0.025081978675520786,0.021948411857506723,0.026600209400293506,0.018717104905769878,0.02517402954206386,0.018120151635281384,0.0290689141481609,0.02311163493361832,0.015072255803039919,0.017539720518523733,0.025722468647003713,0.0228823812174369,0.01412184769116047,0.012267890291690203,1221.7532778975103,1668.0,441.0,246.0,5.0,19551.6309,0.0,0.07407407407407407,0.0967741935483871,0.0707070707070707,0.08552631578947369,0.044529262086514,0.03165584415584415,0.03333333333333333,0.059006211180124224,0.04847396768402154,0.0392156862745098,0.03888888888888889,0.037712895377128956,0.056338028169014086,0.058524173027989825,0.0136986301369863,0.015384615384615385,0.05555555555555555,0.0528169014084507,0.024390243902439025,0.010869565217391304,866.0,5896974.958767182,402653.299458559,119987.67346938774,127.51436901291129,777546891.3859757,0.0,0.00045879188673964374,0.002643623748503522,0.000641524273147726,0.0005763138470306766,0.00031314120293259983,0.00015932369258834839,0.0006291056542792794,0.0004817327830667418,0.000707571140139463,0.0003503300160535948,0.0006337317633847039,0.0003283398952855906,0.0008450017697531491,0.0005341476693048467,0.0002271728949922705,0.0003076417958679224,0.0006616453932960889,0.000523603370180109,0.00019942658221233433,0.00015050113220894674,1492681.0720533112
KPA22S76Q3,2471.490566037736,631.377358490566,348.0943396226415,9.849056603773585,28182.52139622649,0.0,0.07551805403266354,0.09540402548812944,0.07523022127160751,0.08106494375501463,0.05383915081889403,0.03381202147778206,0.030428522077216247,0.06253425033092937,0.05373188009502046,0.033399331905551194,0.03403065529044144,0.04042162730268419,0.06327038971473511,0.05951669261743475,0.016693849207035278,0.023396115999432098,0.05389231589711595,0.07047356904524435,0.03132122838707689,0.012021155285991406,1245.8867924528302,12320.0,3174.0,1776.0,45.0,139316.07000000039,0.0,0.1588785046728972,0.20833333333333334,0.13725490196078433,0.19444444444444445,0.12857142857142856,0.11428571428571428,0.07954545454545454,0.14018691588785046,0.125,0.1,0.11682242990654206,0.08620689655172414,0.20634920634920634,0.22580645161290322,0.08064516129032258,0.06060606060606061,0.11403508771929824,0.15789473684210525,0.08333333333333333,0.05555555555555555,6063.0,307.0,86.0,46.0,1.0,4081.2634000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009009009009,0.007518796992481203,0.0,183.0,2696.262889754209,694.4864867238807,383.483057319328,10.564083377206448,30781.55644889786,0.0,0.030233760962492546,0.04444498679376092,0.028459756763373166,0.0321171586151765,0.022681980384796987,0.0214527947484001,0.01767946678487647,0.027093995181722057,0.028406142840812658,0.019402408959049048,0.020842055219988716,0.01851788675297341,0.03382133771693972,0.03216240926686771,0.015259744191474897,0.018550420399113463,0.023896272606720097,0.03182107973858037,0.014504184847583985,0.013576701374145322,1356.057766626973,1287.0,312.0,187.0,6.0,14471.644299999989,0.0,0.07792207792207792,0.08641975308641975,0.07801418439716312,0.08,0.05394190871369295,0.033582089552238806,0.032679738562091505,0.05547226386806597,0.046875,0.031746031746031744,0.033707865168539325,0.0377906976744186,0.06411258795934324,0.061708860759493674,0.014084507042253521,0.022488755622188907,0.05394190871369295,0.06451612903225806,0.02955082742316785,0.009009009009009009,646.0,7269833.570665717,482311.4802420789,147059.25525097898,111.59985760056958,947504217.4166855,0.0,0.0009140803019371382,0.0019753568510975823,0.0008099577550303647,0.0010315118775124062,0.0005144722341763153,0.00046022240251698284,0.00031256354579755035,0.0007340845749071779,0.0008069089510926522,0.00037645347341418677,0.00043439126579305885,0.0003429121297959481,0.0011438828849632894,0.0010344205698494982,0.00023285979278925186,0.0003441180969838449,0.0005710318444946813,0.0010125811157290902,0.00021037137809288488,0.0001843268202027195,1838892.6664293339
KPA22S78Q3,2680.777777777778,693.4666666666667,378.8666666666667,11.333333333333334,30707.545124444507,0.0,0.07191529766925575,0.11346020063315948,0.07105371054039308,0.08808615800666053,0.04615967362299911,0.026304772177312884,0.037267457033574244,0.05949032635335026,0.05610842836682487,0.03563821181861456,0.046270582010344924,0.04068402463046786,0.06101367192033141,0.06218114690457997,0.016079534552983766,0.018710923540655507,0.055906674535229316,0.05257742982970081,0.029797951644845166,0.011293824208716448,1351.2444444444445,11788.0,3047.0,1698.0,55.0,134204.4345000003,0.0,0.12307692307692308,0.2833333333333333,0.1388888888888889,0.16260162601626016,0.0958904109589041,0.04625,0.11071428571428571,0.1282051282051282,0.15,0.07534246575342465,0.11666666666666667,0.08045977011494253,0.1643835616438356,0.12,0.07142857142857142,0.06060606060606061,0.13559322033898305,0.1,0.07142857142857142,0.025954198473282442,5845.0,413.0,101.0,56.0,1.0,4997.811699999998,0.0,0.03,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.013761467889908258,0.011111111111111112,0.01694915254237288,0.0,0.0,0.0136986301369863,0.013157894736842105,0.007462686567164179,0.0,219.0,2533.645409627874,660.3428940919845,362.0004665435913,12.271013722499772,29169.82101702033,0.0,0.021381324643589304,0.05257149046007763,0.024385948082391275,0.02222328031668531,0.018570566255978912,0.011671061356243982,0.024564320404730743,0.02514553088778272,0.028771474604354183,0.01807534823529729,0.02489117862646645,0.016613312224877743,0.028867804181903392,0.021338973797288077,0.015862461146034314,0.015160661607724502,0.025233903036484488,0.020985530185466422,0.01444812259118128,0.009111891107883267,1279.7024333901577,1777.0,463.0,255.0,6.0,20437.369199999976,0.0,0.07692307692307693,0.09975669099756691,0.0688836104513064,0.08552631578947369,0.044529262086514,0.027522935779816515,0.03333333333333333,0.0603448275862069,0.049512987012987016,0.034482758620689655,0.03888888888888889,0.035629453681710214,0.05434782608695652,0.05913978494623656,0.013157894736842105,0.016260162601626018,0.05343511450381679,0.0528169014084507,0.02875,0.010471204188481676,874.0,6419359.061728396,436052.73777777783,131044.33777777778,150.57777777777773,850878458.165001,0.0,0.00045716104351455923,0.002763761609194033,0.0005946744638770828,0.0004938741880339728,0.00034486593106770267,0.00013621367318121164,0.0006034058369462711,0.0006322977236284349,0.0008277977509089977,0.00032671821382726485,0.0006195707734146603,0.00027600214308127227,0.000833350118284719,0.0004553518027213471,0.00025161767360944826,0.00022984566038393165,0.000636749862454701,0.0004403924771651223,0.00020874824640980285,8.302655956192215e-05,1637638.318024691
