label,prob,pred
1,0.88248837,1
1,0.8904931,1
1,0.59116805,1
1,0.5350848000000001,1
1,0.5298821,1
1,0.53999436,1
1,0.53645104,1
1,0.89860994,1
1,0.58951974,1
1,0.70100397,1
1,0.7787999,1
1,0.5300134,1
1,0.047207262,0
1,0.52508074,1
1,0.8069233,1
1,0.61010927,1
1,0.56201744,1
1,0.5350121,1
1,0.52116865,1
1,0.5971318,1
1,0.589168,1
1,0.5920588999999999,1
1,0.5464978,1
1,0.57447714,1
1,0.89835924,1
1,0.79520816,1
1,0.89720803,1
1,0.5736703000000001,1
1,0.5513991,1
1,0.5570982,1
1,0.6596988,1
1,0.75035906,1
1,0.47330320000000003,0
1,0.5769541,1
1,0.5502724,1
1,0.5393748,1
1,0.5523093000000001,1
1,0.5762661,1
1,0.54649556,1
1,0.5633238,1
1,0.5241975,1
1,0.6194267,1
1,0.60100484,1
1,0.6122624,1
1,0.52227783,1
1,0.6076383000000001,1
1,0.59054834,1
1,0.5842374,1
1,0.8185076,1
1,0.6110729,1
1,0.6031474,1
1,0.60072345,1
1,0.59605324,1
1,0.55434155,1
1,0.90202355,1
1,0.49603403,0
1,0.5775074,1
1,0.6174845,1
1,0.61871284,1
1,0.64766866,1
1,0.60388047,1
1,0.56477404,1
1,0.5575217,1
1,0.76098377,1
1,0.7843237,1
1,0.5710545,1
1,0.54776555,1
1,0.5926691999999999,1
1,0.58478177,1
1,0.7375835000000001,1
1,0.5184259,1
1,0.5234893,1
1,0.5324471,1
1,0.76430905,1
1,0.57050616,1
1,0.6008021,1
1,0.62793744,1
1,0.62184405,1
1,0.6012743,1
1,0.70895237,1
1,0.55386055,1
1,0.90191495,1
1,0.58774006,1
1,0.6129992,1
1,0.5645165,1
1,0.13410081,0
1,0.59224355,1
1,0.5715374,1
1,0.5697965,1
1,0.7453993,1
1,0.62987375,1
1,0.61085796,1
1,0.73722845,1
1,0.6322009,1
1,0.8811051999999999,1
1,0.8845591,1
1,0.54881483,1
1,0.613638,1
1,0.61563635,1
1,0.5318291,1
1,0.8966540000000001,1
1,0.59467113,1
1,0.5725574000000001,1
1,0.7923174,1
1,0.63005,1
1,0.61776555,1
1,0.621653,1
1,0.5235885,1
1,0.5141251,1
1,0.5196385,1
1,0.5339699,1
1,0.61160904,1
1,0.71162796,1
1,0.8033452,1
1,0.5891348000000001,1
1,0.52302146,1
1,0.7644521,1
1,0.54449224,1
1,0.5460096,1
1,0.52263695,1
1,0.5368255999999999,1
1,0.79329157,1
1,0.7689648,1
1,0.78202575,1
1,0.5559945,1
1,0.5705642,1
1,0.5493414000000001,1
1,0.55856746,1
1,0.5592918,1
1,0.5594941,1
1,0.5522882,1
1,0.5656201999999999,1
1,0.5632154,1
1,0.79434544,1
1,0.897534,1
1,0.6561497,1
1,0.5760380999999999,1
1,0.54666924,1
1,0.5466376000000001,1
1,0.90123856,1
1,0.6147307,1
1,0.6138986999999999,1
1,0.5743307,1
1,0.56893015,1
1,0.5398056999999999,1
1,0.58974105,1
1,0.21677874,0
1,0.53684485,1
1,0.69471544,1
1,0.7623845,1
1,0.72421944,1
1,0.6298568,1
1,0.6806736,1
1,0.68207127,1
1,0.6597400999999999,1
1,0.7962718000000001,1
1,0.88663846,1
1,0.8886503000000001,1
1,0.74748653,1
1,0.7810935,1
1,0.7352569,1
1,0.8544948,1
1,0.5348228,1
1,0.8908166999999999,1
1,0.67450625,1
1,0.6726177,1
1,0.5423664,1
1,0.5148425,1
1,0.55375546,1
1,0.84534997,1
1,0.8896371,1
1,0.6661172,1
1,0.6689728,1
1,0.6960083,1
1,0.6993363,1
1,0.5372520000000001,1
1,0.53601927,1
1,0.52983326,1
1,0.53411394,1
1,0.5345979000000001,1
1,0.67598057,1
1,0.5442819999999999,1
1,0.5149087,1
1,0.5932491999999999,1
1,0.5805164,1
1,0.6768637,1
1,0.5875706,1
1,0.6191214,1
1,0.5342213,1
1,0.49056372,0
1,0.62566525,1
1,0.56321704,1
1,0.0056130085,0
1,0.6529688,1
1,0.66508794,1
1,0.65443754,1
1,0.64219147,1
1,0.6066176999999999,1
1,0.60622543,1
1,0.59919256,1
1,0.5993961999999999,1
1,0.599273,1
1,0.59089744,1
1,0.61004955,1
1,0.5242604999999999,1
1,0.786644,1
1,0.7756659,1
1,0.79281616,1
1,0.7678003999999999,1
1,0.7580996999999999,1
1,0.48413092,0
1,0.07226218,0
1,0.61962706,1
1,0.62103903,1
1,0.6160573,1
1,0.62511045,1
1,0.6247998,1
1,0.61525315,1
1,0.6205507,1
1,0.6193721,1
1,0.6308497,1
1,0.7113765000000001,1
1,0.610312,1
1,0.63009524,1
1,0.62413883,1
1,0.6261892,1
1,0.6151956999999999,1
1,0.6258476,1
1,0.62591994,1
1,0.6234187,1
1,0.6307705,1
1,0.6278603,1
1,0.6156089,1
1,0.6211511,1
1,0.6197014,1
1,0.6215859,1
1,0.6179478,1
1,0.6172829000000001,1
1,0.623391,1
1,0.6164099000000001,1
1,0.62647146,1
1,0.5761166,1
1,0.6212963,1
1,0.61212707,1
1,0.6286961999999999,1
1,0.62070775,1
1,0.6313291999999999,1
1,0.62457854,1
1,0.62252325,1
1,0.5421659000000001,1
1,0.6242054,1
1,0.5868439999999999,1
1,0.60538095,1
1,0.6067806,1
1,0.532754,1
1,0.5314297,1
1,0.62402755,1
1,0.6148491999999999,1
1,0.6842351,1
1,0.6693380999999999,1
1,0.68148774,1
1,0.6789086,1
1,0.67914397,1
1,0.68139184,1
1,0.6849373000000001,1
1,0.6783342,1
1,0.668719,1
1,0.66768396,1
1,0.6848052,1
1,0.6869068,1
1,0.68332475,1
1,0.6867781,1
1,0.6757789000000001,1
1,0.6841286999999999,1
1,0.68494153,1
1,0.6863275,1
1,0.68357843,1
1,0.6771138000000001,1
1,0.6864353,1
1,0.68110085,1
1,0.6824539000000001,1
1,0.6849638000000001,1
1,0.69533306,1
1,0.67862916,1
1,0.65264076,1
1,0.62234473,1
1,0.5368506,1
1,0.6217353,1
1,0.6217264,1
1,0.8909609000000001,1
1,0.89784867,1
1,0.8932344999999999,1
1,0.89312273,1
1,0.91298157,1
1,0.8911635,1
1,0.62923366,1
1,0.52262497,1
1,0.535204,1
1,0.9078368,1
1,0.58903885,1
1,0.88136655,1
1,0.88187885,1
1,0.52064306,1
1,0.6292538000000001,1
1,0.6106213,1
1,0.6098503000000001,1
1,0.68690974,1
1,0.70668906,1
1,0.6139201,1
1,0.52956176,1
1,0.55334264,1
1,0.5369881999999999,1
1,0.5304988,1
1,0.5697127,1
1,0.5686465999999999,1
1,0.52607477,1
1,0.53211063,1
1,0.72686183,1
1,0.60409534,1
1,0.52016556,1
1,0.21878324,0
1,0.6920034,1
1,0.550549,1
1,0.5574616,1
1,0.55722576,1
1,0.549718,1
1,0.6284409000000001,1
1,0.6308347,1
1,0.59219205,1
1,0.53435224,1
1,0.8997175,1
1,0.6405174,1
1,0.5361179,1
1,0.51434416,1
1,0.520533,1
1,0.49001809999999996,0
1,0.0797945,0
1,0.5361104,1
1,0.6154366,1
1,0.574217,1
1,0.7687653,1
1,0.793532,1
1,0.5349616,1
1,0.7325,1
1,0.7013096999999999,1
1,0.6877011,1
1,0.7408513000000001,1
1,0.72214234,1
1,0.7225043999999999,1
1,0.78402954,1
1,0.72989607,1
1,0.78225195,1
1,0.53008914,1
1,0.67872185,1
1,0.53653413,1
1,0.5401135,1
1,0.5307801,1
1,0.5324745,1
1,0.5308529000000001,1
1,0.5377298,1
1,0.6380811,1
1,0.6380422,1
1,0.6325525,1
1,0.6138594,1
1,0.6249366999999999,1
1,0.8837716999999998,1
1,0.88522315,1
1,0.86087954,1
1,0.88939536,1
1,0.8845659,1
1,0.8839251,1
1,0.88439995,1
1,0.89177376,1
1,0.8847559000000002,1
1,0.8836908000000001,1
1,0.88481665,1
1,0.59509414,1
1,0.5313903,1
1,0.5314233,1
1,0.6130334,1
1,0.7841391,1
1,0.78544587,1
1,0.78481144,1
1,0.63823295,1
1,0.54009223,1
1,0.5250130999999999,1
1,0.81451297,1
1,0.5461701,1
1,0.58162874,1
1,0.49949184,0
1,0.49387053,0
1,0.66765994,1
1,0.8388620999999999,1
1,0.8382779,1
1,0.8415412,1
1,0.8422964,1
1,0.8431890999999999,1
1,0.53302234,1
1,0.5332146,1
1,0.53049743,1
1,0.5359417,1
1,0.5788880999999999,1
1,0.5827298000000001,1
1,0.568338,1
1,0.5202297,1
1,0.7018118,1
1,0.7029959,1
1,0.7670903,1
1,0.6292337,1
1,0.71214294,1
1,0.68204576,1
1,0.67922264,1
1,0.5817133000000001,1
1,0.59375733,1
1,0.5467316,1
1,0.55623835,1
1,0.6455468000000001,1
1,0.697017,1
1,0.83820015,1
1,0.62417763,1
1,0.57027006,1
1,0.6228419,1
1,0.62891465,1
1,0.6248593000000001,1
1,0.627354,1
1,0.6165022,1
1,0.6199631,1
1,0.5495356,1
1,0.7717184,1
1,0.5144739,1
1,0.5304251,1
1,0.5310822,1
1,0.53314364,1
1,0.5292071999999999,1
1,0.53241533,1
1,0.53203493,1
1,0.53023076,1
1,0.48815173,0
1,0.5272107,1
1,0.52659434,1
1,0.5302104000000001,1
1,0.53832346,1
1,0.5306915,1
1,0.5352196,1
1,0.52887714,1
1,0.5147164000000001,1
1,0.5320335,1
1,0.53668976,1
1,0.52524173,1
1,0.5277881,1
1,0.52594936,1
1,0.7900153,1
1,0.81562936,1
1,0.57662326,1
1,0.5564912,1
1,0.5628171,1
1,0.8199981,1
1,0.005927499399999999,0
1,0.003346232,0
1,0.642051,1
1,0.5621376,1
1,0.07799547,0
1,0.5837651999999999,1
1,0.5711713,1
1,0.0055814865,0
1,0.010087739,0
1,0.041293256,0
1,0.81779265,1
1,0.74670506,1
1,0.79678714,1
1,0.6200869999999999,1
1,0.035458695,0
1,0.8893549000000001,1
1,0.8814249,1
1,0.87815946,1
1,0.60335636,1
1,0.71617204,1
1,0.6227053000000001,1
1,0.62222856,1
1,0.61513144,1
1,0.61972153,1
1,0.6140791,1
1,0.63931596,1
1,0.5571946,1
1,0.5974003999999999,1
1,0.74646354,1
1,0.56143695,1
1,0.62538695,1
1,0.62167007,1
1,0.61705744,1
1,0.6252575,1
1,0.6093638000000001,1
1,0.54941654,1
1,0.6260266,1
1,0.62531894,1
1,0.87594867,1
1,0.8256273000000001,1
1,0.8417943000000001,1
1,0.8631421999999999,1
1,0.5241975,1
1,0.52911925,1
1,0.5139854,1
1,0.55386055,1
1,0.5415087,1
1,0.5874566999999999,1
1,0.5877594,1
1,0.5202190999999999,1
1,0.5648508000000001,1
1,0.52677745,1
1,0.59222245,1
1,0.59475255,1
1,0.53569376,1
1,0.7644521,1
1,0.7453993,1
1,0.5564912,1
1,0.54941654,1
1,0.6248593000000001,1
1,0.62538695,1
1,0.6200869999999999,1
1,0.62846154,1
1,0.627354,1
1,0.6165022,1
1,0.6199631,1
1,0.62531894,1
1,0.62167007,1
1,0.61705744,1
1,0.6093638000000001,1
1,0.6252575,1
1,0.6260266,1
1,0.63931596,1
1,0.6140791,1
1,0.61513144,1
1,0.041293256,0
1,0.010087739,0
1,0.002430359,0
1,0.035458695,0
1,0.005927499399999999,0
1,0.0055814865,0
1,0.90766644,1
1,0.8921384,1
1,0.71617204,1
1,0.60335636,1
1,0.7288495,1
1,0.70037395,1
1,0.74670506,1
1,0.81779265,1
1,0.79678714,1
1,0.56143695,1
1,0.13359736,0
1,0.5715374,1
1,0.6083871,1
1,0.75522304,1
1,0.6194267,1
1,0.554959,1
1,0.5933771999999999,1
1,0.53065753,1
1,0.53351676,1
1,0.5298821,1
1,0.53214586,1
1,0.76098377,1
1,0.7843237,1
1,0.58478177,1
1,0.5685118,1
1,0.5396801999999999,1
1,0.55224955,1
1,0.5711713,1
1,0.5621376,1
1,0.52419907,1
1,0.8893549000000001,1
1,0.8814249,1
1,0.87815946,1
1,0.5454653,1
1,0.74646354,1
1,0.5571946,1
1,0.7501342,1
1,0.66203976,1
1,0.6776973000000001,1
1,0.64362943,1
1,0.7307103,1
1,0.73948294,1
1,0.69999856,1
1,0.7145199000000001,1
1,0.62815744,1
1,0.60100484,1
1,0.5361518,1
1,0.52606136,1
1,0.88743323,1
1,0.7476186,1
1,0.89994454,1
1,0.5628171,1
1,0.53346324,1
1,0.5227353,1
1,0.5277881,1
1,0.52594936,1
1,0.52524173,1
1,0.5144739,1
1,0.53668976,1
1,0.53203493,1
1,0.5272107,1
1,0.5320335,1
1,0.5306915,1
1,0.53023076,1
1,0.53314364,1
1,0.5292071999999999,1
1,0.5304251,1
1,0.5302104000000001,1
1,0.53241533,1
1,0.5310822,1
1,0.53832346,1
1,0.5352196,1
1,0.52659434,1
1,0.52887714,1
1,0.5376754,1
1,0.6025411999999999,1
1,0.5699574000000001,1
1,0.57021344,1
1,0.56963825,1
1,0.6012493,1
1,0.59827024,1
1,0.5987374,1
1,0.59891766,1
1,0.5914618,1
1,0.5923498,1
1,0.5926691999999999,1
1,0.570786,1
1,0.6181514,1
1,0.59527683,1
1,0.60820043,1
1,0.59777516,1
1,0.609775,1
1,0.5147164000000001,1
1,0.5142237000000001,1
1,0.48815173,0
1,0.5313654000000001,1
1,0.5454291,1
1,0.5472813,1
1,0.53779846,1
1,0.5077265000000001,1
1,0.60107654,1
1,0.5956961999999999,1
1,0.5802608,1
1,0.5878926999999999,1
1,0.5437871999999999,1
1,0.6037618,1
1,0.6127491999999999,1
1,0.61871284,1
1,0.52377576,1
1,0.56477404,1
1,0.7375835000000001,1
1,0.61262214,1
1,0.6058494000000001,1
1,0.52705616,1
1,0.9059283000000001,1
1,0.5495356,1
1,0.81562936,1
1,0.57662326,1
1,0.62432563,1
1,0.7900153,1
1,0.6183784999999999,1
1,0.8199981,1
1,0.5974003999999999,1
1,0.5837651999999999,1
1,0.5911028,1
1,0.64188564,1
0,0.00057064905,0
0,0.40966088,0
0,0.48132586,0
0,0.0057795369999999995,0
0,0.0007367616,0
0,0.06352913,0
0,0.013531729,0
0,0.11163875,0
0,0.44024759999999996,0
0,0.50896585,1
0,0.09962130000000001,0
0,0.53219414,1
0,0.008969668,0
0,0.00041722227,0
0,0.41304472,0
0,0.0071061687,0
0,0.0014821760999999998,0
0,0.0068949447,0
0,0.5905298000000001,1
0,0.040961787,0
0,0.51790494,1
0,0.56807864,1
0,0.5341404000000001,1
0,0.030438333999999997,0
0,0.6988041,1
0,0.0013190033,0
0,0.12577905,0
0,0.5850169,1
0,0.5182402,1
0,0.0032548746000000003,0
0,0.25311837,0
0,0.010450697,0
0,0.015633754,0
0,0.39912903,0
0,0.013095215,0
0,0.29940203,0
0,0.18794519,0
0,0.0039789802,0
0,0.0057712975,0
0,0.1166843,0
0,0.51546574,1
0,0.011997535,0
0,0.008809901,0
0,3.2194296000000003e-06,0
0,0.013733856000000001,0
0,0.32055205,0
0,1.8956649e-05,0
0,0.34980583,0
0,0.011083872,0
0,0.20303766,0
0,0.011541807,0
0,0.5505649,1
0,0.5423621999999999,1
0,0.61540014,1
0,0.009801298,0
0,0.15196426,0
0,8.755524e-05,0
0,0.39133877,0
0,0.03605967,0
0,0.010662993999999999,0
0,0.025647521,0
0,0.00044508473,0
0,0.51308167,1
0,0.5212665,1
0,0.5546919,1
0,0.50668365,1
0,0.5826084,1
0,0.51486677,1
0,0.009692902,0
0,0.23249299999999998,0
0,0.63194746,1
0,2.247298e-07,0
0,0.5138866,1
0,0.7496944999999999,1
0,0.01519365,0
0,0.5299714,1
0,0.5666966,1
0,0.003685359,0
0,0.5406108000000001,1
0,0.011245828000000001,0
0,0.46283785,0
0,0.18242598,0
0,0.5452739999999999,1
0,0.57538444,1
0,0.006427704,0
0,0.014138103,0
0,0.0058417353,0
0,0.27409482,0
0,0.022682065,0
0,0.09441741,0
0,0.06273382,0
0,2.391087e-07,0
0,9.057460600000001e-05,0
0,0.55279464,1
0,0.00809257,0
0,0.30980805,0
0,0.5959272,1
