label,pred
1,0.022381232803524897
1,0.04172898702807129
1,0.06826856350938007
1,0.02557609257986813
1,0.04572364957871917
1,0.04532193273215037
1,0.04532193273215037
1,0.025791819242546674
1,0.042625899928601454
1,0.05375731821935492
1,0.047162876501461705
1,0.03932292158212587
1,0.04251749741110503
1,0.043054765853244255
1,0.03770438595632325
1,0.04110507707841552
1,0.03165129471254894
1,0.0274169527556475
1,0.03415499284123001
1,0.0413463403044551
1,0.04038917933600618
1,0.03701018920481852
1,0.030597334303683943
1,0.040188319039582525
1,0.04011772123337641
1,0.040241802646945726
1,0.04023188612962628
1,0.04159076378696645
1,0.04017421182248654
1,0.03894867573515254
1,0.04174345906962538
1,0.04127538116831245
1,0.04023054540965424
1,0.04021153705376393
1,0.04170990393024813
1,0.04091702399437425
1,0.037097042853615966
1,0.04325754956220869
1,0.04182179489495455
1,0.032653164252210626
1,0.04077799458213093
1,0.0407248130271548
1,0.041444419217736166
1,0.03988618308403279
1,0.039813990153920564
1,0.04318006202907261
1,0.04210698108265026
1,0.04309375917657477
1,0.0335960504269161
1,0.043974410200994934
1,0.04175835296953776
1,0.03940627831395621
1,0.03908458422202486
1,0.039821842367819375
1,0.04117810838564336
1,0.04094109338275291
1,0.04228421739010674
1,0.038522406144746266
1,0.04251122779908275
1,0.044360987862452426
1,0.0323892136722421
1,0.08747294384693871
1,0.03959253514464845
1,0.029413033842708474
1,0.02942694328659566
1,0.05679907016150443
1,0.06424188377817419
1,0.035697389677659584
1,0.02275144884496705
1,0.05724457938578476
1,0.04333382997561137
1,0.029179726755442437
1,0.06076446278373662
1,0.0619771288998552
1,0.05998950430351105
1,0.048710364542382256
1,0.047943245309859724
1,0.05586126522142874
1,0.02272983842414189
1,0.011950786341354384
1,0.0029947449161951377
1,0.01251093550540605
1,0.011466524099045248
1,0.0031397177365601373
1,0.0021649005276824338
1,0.021351053634653783
1,0.06362390589283554
1,0.022097250414710085
1,0.03944979354031085
1,0.04100770552661715
1,0.027455622488264143
1,0.041608283890093946
1,0.03955787253967327
1,0.04524812234413975
1,0.040495300415861295
1,0.035610382136558906
1,0.040416599735270835
1,0.04439591490572206
1,0.02534840541098737
1,0.0382904304449588
1,0.04285059845296295
1,0.057284243095892765
1,0.04646817367117777
1,0.04729779712361031
1,0.04346556339658477
1,0.05037466245989825
1,0.06079284619720578
1,0.056013861155881056
1,0.0396146054772197
1,0.06549027349569049
1,0.06672971306360141
1,0.06372613450091702
1,0.004383392112432924
1,0.01838168770690781
1,0.02424532197041671
1,0.032264347012723835
1,0.026247676337514552
1,0.02775160645417735
1,0.033481215950785466
1,0.03660435260288198
1,0.04244725583534479
1,0.08770193020189243
1,0.028041853382869717
1,0.06595057435116261
1,0.034205151271623165
1,0.025996221106406488
1,0.04524074155078297
1,0.035599976566773134
1,0.04590128553986399
1,0.0488520195248921
1,0.022323768572968014
1,0.025401318105506072
1,0.02453446959274064
1,0.03276551557607147
1,0.0348952431210827
1,0.018946087032666408
1,0.10574150966975232
1,0.025288900022506385
1,0.04327985928341065
1,0.11489781839295565
1,0.029591462246767487
1,0.041601002685926015
1,0.045082962949896915
1,0.06058479329343872
1,0.02269121111652291
1,0.04492406501242088
1,0.03538125240052832
1,0.040977925443831435
1,0.052915896436660656
1,0.01661847469706701
1,0.03109518715822343
1,0.035878579872792984
1,0.023466574905864103
1,0.03350131484819088
1,0.031624505199571065
1,0.0376194545415456
1,0.02397620494496337
1,0.04473367676858247
1,0.09724829941884848
1,0.015314012336009625
1,0.048994451734532984
1,0.03387369084724027
1,0.0630794029076795
1,0.03102333196850865
1,0.08134608125387632
1,0.11232999918143728
1,0.07986404086644552
1,0.07226091835657401
1,0.056218471807809436
1,0.046908359124546536
1,0.05589593447562926
1,0.0473175612517282
1,0.05144781754975487
1,0.05574989020143306
1,0.019609806679221683
1,0.034136654292654965
1,0.04928762397295741
1,0.046620823320730025
1,0.03931168837379469
1,0.02958338785542048
1,0.04815130835673668
1,0.04686532244301235
1,0.008922648195858678
1,0.025544904622431627
1,0.04644233646176285
1,0.04326452606660407
1,0.044047999768962016
1,0.05174107552657127
1,0.04592288782956305
1,0.04822905077872873
1,0.054432453720796616
1,0.06317121426127538
1,0.07269639827385657
1,0.051880066723853833
1,0.04387106453629578
1,0.07030192470095001
1,0.0635324887987396
1,0.08249128882964211
1,0.06985445709295422
1,0.0566646799074593
1,0.01756127938517438
1,0.03074429167585649
1,0.022742629208127176
1,0.03935774868595781
1,0.04965458164397197
1,0.021421341215845945
1,0.04758939260715366
1,0.04882865686774498
1,0.027446468907367558
1,0.0637967026074906
1,0.05217774599251195
1,0.018724652599493737
1,0.05210530239669831
1,0.023090331148976708
1,0.07478719401434349
1,0.020061521315810373
1,0.02003313220999998
1,0.023531969829303768
1,0.02627166458800201
1,0.0197895020838914
1,0.019059574498306208
1,0.05130606299271685
1,0.05979161088371055
1,0.06036993074842899
1,0.020316859276753658
1,0.05582925446904951
1,0.04603677177310227
1,0.043627212252602326
1,0.05725497703654905
1,0.06305484311457724
1,0.10636193033646
1,0.029517627935194905
1,0.05350258698707737
1,0.07063323353919722
1,0.01985908662272097
1,0.04844785469251769
1,0.045748540881951336
1,0.01904874934685437
1,0.050311501618759163
1,0.030183327113862086
1,0.0520704374795434
1,0.045994587173660936
1,0.06792640433473082
1,0.060418006175335125
1,0.059852005160331824
1,0.0
1,0.04830039413474828
1,0.07564533051710899
1,0.03223063390733444
1,0.02052488265685138
1,0.020634215065841743
1,0.006784592966524677
1,0.022597684734181143
1,0.05313642337932052
1,0.03369891595124341
1,0.05136194788105932
1,0.022155365436339527
1,0.015608953720627174
1,0.03367314262581759
1,0.005563344887751761
1,0.06356181526966055
1,0.019895195017395777
1,0.034722336002487184
1,0.07520025673127198
1,0.02399432748890605
1,0.02003371909147739
1,0.045137003495676085
1,0.0457543473374782
1,0.06031282979285552
1,0.08761645182567918
1,0.08745448483366239
1,0.01926456970495935
1,0.00037004227881098196
1,0.08306236260437648
1,0.027911748966729717
1,0.09655637351610714
1,0.059141827715208914
1,0.13626090460964993
1,0.020296330982941115
1,0.06004820014162227
1,0.07247886490009071
1,0.016731401452844713
1,0.07272592868490324
1,0.03521332501620476
1,0.04158114540963685
1,0.029527992215434524
1,0.02814707754401225
1,0.05237141811576247
1,0.030928191848079968
1,0.06723199629892783
1,0.02127352838492749
1,0.0256535597867908
1,0.03717474951083411
1,0.03182689131447769
1,0.06188807345003791
1,0.047517496838845694
1,0.0443434747214928
1,0.05759006663354519
1,0.046167710624760834
1,0.04108994293482867
1,0.04985876633514184
1,0.06724543336964653
1,0.043160688043170525
1,0.0594122983250794
1,0.0400764177785608
1,0.05883584352523547
