label,pred,prob
1,0.0,0.0008387714624404907
1,1.0,0.9939703941345215
1,1.0,0.9549084305763245
1,1.0,0.622805655002594
1,1.0,0.9993460774421692
1,1.0,0.9988162517547607
1,1.0,0.8908443450927734
1,0.0,0.0009566110675223172
1,1.0,0.9988207221031189
1,1.0,0.9901424050331116
1,1.0,0.9147337675094604
1,1.0,0.9999352693557739
1,1.0,0.9997543692588806
1,1.0,0.966021716594696
1,0.0,0.00566472252830863
1,1.0,0.9979568719863892
1,1.0,0.9798319935798645
1,1.0,0.8729211091995239
1,1.0,0.9998190999031067
1,1.0,0.9996337890625
1,1.0,0.9544215798377991
1,0.0,0.0006796806119382381
1,1.0,0.9951037168502808
1,1.0,0.9650996923446655
1,1.0,0.7016661167144775
1,1.0,0.9994300007820129
1,1.0,0.9989990592002869
1,1.0,0.9093168377876282
1,0.0,0.0038104699924588203
1,1.0,0.9970771074295044
1,1.0,0.9771254062652588
1,1.0,0.864052414894104
1,1.0,0.9998559951782227
1,1.0,0.9994171857833862
1,1.0,0.9425019025802612
1,1.0,0.9961748123168945
1,1.0,0.801799476146698
1,1.0,0.995357096195221
1,1.0,0.9570368528366089
1,1.0,0.7754350900650024
1,1.0,0.9991391897201538
1,1.0,0.915808379650116
1,0.0,0.3708333671092987
1,1.0,0.9985225796699524
1,1.0,0.9945132732391357
1,1.0,0.9815928339958191
1,1.0,0.9995941519737244
1,1.0,0.9991335272789001
1,1.0,0.9856789708137512
1,0.0,0.0016810985980555415
1,1.0,0.9977045655250549
1,1.0,0.9796279668807983
1,1.0,0.8455109000205994
1,1.0,0.9997377991676331
1,1.0,0.9994946718215942
1,1.0,0.9391813278198242
1,0.0,0.031897272914648056
1,1.0,0.9892957806587219
1,1.0,0.9282865524291992
1,1.0,0.69391268491745
1,1.0,0.9993332028388977
1,1.0,0.9977699518203735
1,1.0,0.8521108627319336
1,1.0,0.9997461438179016
1,1.0,0.9973021745681763
1,1.0,0.9742077589035034
1,1.0,0.9999240636825562
1,1.0,0.993770182132721
1,0.0,0.006436242256313562
1,1.0,0.9974461793899536
1,1.0,0.979732871055603
1,1.0,0.8759981393814087
1,1.0,0.9998503923416138
1,1.0,0.9993707537651062
1,1.0,0.9307897686958313
1,0.0,0.011176575906574726
1,1.0,0.9930429458618164
1,1.0,0.9524596333503723
1,1.0,0.819675862789154
1,1.0,0.9996742010116577
1,1.0,0.998319685459137
1,1.0,0.8804780840873718
1,0.0,0.006208911072462797
1,1.0,0.9976146221160889
1,1.0,0.9806346893310547
1,1.0,0.8774552345275879
1,1.0,0.9998551607131958
1,1.0,0.9994032382965088
1,1.0,0.9312840104103088
1,0.0,0.00795560609549284
1,1.0,0.9930698275566101
1,1.0,0.9495904445648193
1,1.0,0.743485689163208
1,1.0,0.9995517134666443
1,1.0,0.998464822769165
1,1.0,0.868061900138855
1,0.0,0.012309566140174866
1,1.0,0.9937925934791565
1,1.0,0.9531257152557373
1,1.0,0.7565245032310486
1,1.0,0.9996205568313599
1,1.0,0.9985793828964233
1,1.0,0.8835195302963257
1,1.0,0.9923897385597229
1,1.0,0.9459068179130554
1,1.0,0.7464423775672913
1,1.0,0.9995903372764587
1,1.0,0.9983745813369751
1,1.0,0.8683715462684631
1,0.0,0.003186226822435856
1,1.0,0.9960848093032837
1,1.0,0.9689043164253235
1,1.0,0.7319092154502869
1,1.0,0.9996639490127563
1,1.0,0.9993529915809631
1,1.0,0.9390432834625244
1,0.0,0.011537711136043072
1,1.0,0.9954718351364136
1,1.0,0.962487518787384
1,1.0,0.7955835461616516
1,1.0,0.9996114373207092
1,1.0,0.9989303946495056
1,0.0,0.0025709194596856833
1,1.0,0.9789078831672668
1,1.0,0.8852260112762451
1,1.0,0.5901590585708618
1,1.0,0.9986262321472168
1,1.0,0.9943453669548035
0,0.0,0.03927009925246239
0,0.0,0.35386860370635986
0,0.0,0.03564418852329254
0,0.0,0.0035589595790952444
0,0.0,0.00108349381480366
0,0.0,0.004389276262372732
0,0.0,1.69101549545303e-05
0,0.0,0.19783265888690948
0,0.0,0.006488924380391836
0,0.0,0.00017559030675329268
0,0.0,0.0009787463350221515
0,1.0,0.6752082705497742
0,0.0,0.09411372989416122
0,0.0,0.021792462095618248
0,0.0,8.660967432660982e-05
0,0.0,0.003375713713467121
0,0.0,0.4325177073478699
0,0.0,5.3079333156347275e-05
0,0.0,0.009664610959589481
0,0.0,0.3012754023075104
0,0.0,0.028762035071849823
0,0.0,0.0008819459471851587
0,0.0,0.0006985904765315354
0,0.0,0.0016652001067996025
0,0.0,0.011487007141113281
0,1.0,0.9108766317367554
0,0.0,0.008555668406188488
0,0.0,9.444883471587673e-05
0,0.0,0.0515429861843586
0,0.0,0.02853001281619072
0,0.0,0.0004051016003359109
0,0.0,0.04075225815176964
0,0.0,0.0002222081966465339
0,0.0,0.037828974425792694
0,0.0,0.00014011636085342616
0,0.0,2.7095773475593887e-05
0,0.0,0.01278466172516346
0,0.0,0.024904364719986916
0,0.0,0.018786435946822166
0,0.0,0.00613435497507453
0,0.0,0.056990060955286026
0,0.0,0.012906785123050213
0,0.0,0.028848689049482346
0,0.0,0.00011626140621956438
0,0.0,0.014435268938541412
0,0.0,0.03848811984062195
0,0.0,0.012976767495274544
0,0.0,0.0015267374692484736
0,0.0,0.0010570574086159468
0,0.0,0.0015633301809430122
0,0.0,0.03992396593093872
0,0.0,0.0011035563657060266
0,0.0,0.00039199416642077267
0,0.0,0.07910759747028351
0,0.0,0.31007763743400574
0,0.0,0.0198582261800766
0,0.0,0.22856153547763824
0,0.0,0.0003688582219183445
0,0.0,0.06725455820560455
0,0.0,0.1460392028093338
0,0.0,0.014568421058356762
0,0.0,0.0029981406405568123
0,0.0,0.00735210906714201
0,1.0,0.7111738324165344
0,0.0,0.0322212390601635
0,0.0,0.24906520545482635
0,0.0,0.04572715610265732
0,0.0,0.16097736358642578
0,0.0,0.16395018994808197
0,0.0,0.00011208010255359113
0,0.0,0.009467380121350288
0,0.0,0.32447704672813416
0,0.0,9.67980085988529e-05
0,0.0,0.14238612353801727
0,0.0,0.010902754962444305
0,0.0,0.06197870150208473
0,1.0,0.999976634979248
0,0.0,0.04004618525505066
0,0.0,0.0009683984098955989
0,0.0,0.003821507329121232
0,0.0,0.00020871387096121907
0,0.0,0.1552252620458603
0,0.0,0.0002892333723139018
0,0.0,6.045927875675261e-05
0,0.0,0.00602952903136611
0,0.0,2.7486394174047746e-05
0,0.0,0.07686269283294678
0,0.0,4.936432742397301e-05
0,0.0,7.301109872059897e-05
0,0.0,1.462012642150512e-05
0,0.0,4.730906948680058e-05
0,0.0,0.006357304751873016
0,0.0,0.004214803222566843
0,0.0,0.0024357233196496964
0,0.0,0.021248282864689827
0,0.0,0.00010161413956666365
0,0.0,0.00011847348650917411
0,0.0,0.0005628149956464767
0,0.0,3.116182779194787e-05
0,0.0,4.7614670620532706e-05
0,0.0,0.00010372247197665274
0,0.0,1.0053162441181485e-05
0,0.0,0.0005923053249716759
0,0.0,0.0016407665098086
0,0.0,0.00031961710192263126
0,0.0,0.1649554967880249
0,0.0,0.0002906217996496707
0,0.0,0.00043363275472074747
0,0.0,8.231155516114086e-05
0,0.0,0.00027533501270227134
0,0.0,0.02468899078667164
0,0.0,0.00013068004045635462
0,0.0,2.901136213040445e-05
0,0.0,0.0028623014222830534
0,0.0,1.3148833204468247e-05
0,0.0,0.05754438787698746
0,0.0,2.2915615772944875e-05
0,0.0,3.4780379792209715e-05
0,0.0,6.650570867350325e-06
0,0.0,2.3297659936361015e-05
0,0.0,0.0028603693936020136
0,0.0,0.0015465602045878768
0,0.0,0.019370870664715767
0,0.0,0.00038339372258633375
0,0.0,0.00011883148545166478
0,0.0,0.00966054480522871
0,0.0,2.838298496499192e-05
0,0.0,0.09364023804664612
0,0.0,6.279828812694177e-05
0,0.0,9.540189785184339e-05
0,0.0,1.8497585188015364e-05
0,0.0,7.422090857289732e-05
0,0.0,0.00538015877828002
0,0.0,0.013239101506769657
0,0.0,0.001110491226427257
0,0.0,0.08739734441041946
0,0.0,0.0007048699771985412
0,0.0,0.0018004324520006776
0,0.0,0.00040010231896303594
0,0.0,0.11264058202505112
0,0.0,0.017130162566900253
0,1.0,0.9791858792304993
0,1.0,0.8797067999839783
0,1.0,0.9985077977180481
0,0.0,0.00027337894425727427
0,0.0,0.024398118257522583
0,0.0,9.964303899323568e-05
0,0.0,0.16609883308410645
0,0.0,0.00019304154557175934
0,0.0,0.0003103006165474653
0,0.0,5.7963501603808254e-05
0,0.0,0.00017003428365569562
0,0.0,0.024826865643262863
0,0.0,0.02575625106692314
0,1.0,0.9996032118797302
0,0.0,0.19268961250782013
0,0.0,0.20210795104503632
0,0.0,0.2760847508907318
0,0.0,0.10774771869182587
0,1.0,0.6529253721237183
0,0.0,0.14683778584003448
0,0.0,0.17622409760951996
0,0.0,0.2868196368217468
0,0.0,0.46349772810935974
0,0.0,0.3404729664325714
0,1.0,0.7792884707450867
0,0.0,0.00034744630102068186
0,0.0,6.34127645753324e-05
0,0.0,0.006420682184398174
0,0.0,2.944192056020256e-05
0,0.0,0.1044212132692337
0,0.0,5.141906513017602e-05
0,0.0,7.96885069576092e-05
0,0.0,1.4390776414074935e-05
0,0.0,5.1263614295748994e-05
0,0.0,0.006839212495833635
0,0.0,0.008917887695133686
0,0.0,0.004130784887820482
0,0.0,0.04398651793599129
0,0.0,0.0022693390492349863
0,0.0,0.03059733286499977
0,0.0,0.000631688570138067
0,0.0,0.125291109085083
0,0.0,0.001173444907180965
0,0.0,0.0018534546252340078
0,0.0,0.015382882207632065
0,0.0,0.006211624480783939
